path,size,category,recommended_action,scientific_role,tracked_equivalent,hash_reference,reason
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr1_lagrangian_compression_n8_exact.json,2764,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_a_n12_exact.json,2392,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_a_n16_exact.json,2393,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_a_n8_exact.json,2388,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_b_n12_exact.json,2393,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_b_n16_exact.json,2393,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/trajectory_records/dr3_oblique_shear_b_n8_exact.json,2388,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/uncertainty/trajectory_reference_uncertainty.json,4705,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03c_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/04_reference_and_trajectory/stage03b/vortex_boundary/periodic_vortex_classification.json,632,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03b_trajectory_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/conservation_over_time/conservation_results.json,400642,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.csv;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/event_side_gradients/event_side_gradient_results.json,41777,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03d_topology_event_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/history_gradients/reference_prehistory_results.json,20221,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:project_wide_synthesis/13_manifests/Stage00_03_Key_Facts_and_Evidence_Index.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03d_adfd_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/topology_event_scan/te1_dense_scan_results.json,2657106,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.csv;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03d/topology_stage_replay/replay_results.json,6185,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03d_topology_event_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/ad_crosscheck/reverse_vs_jvp.json,698720,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/attribution/failure_attribution.json,94311,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/failure_matrix/stage03d_complete_360_row_matrix.json,720651,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.csv;manifest:publication_cmame_v1/04_figures/13_evidence_maps/source_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/fd_conditioning/extended_fd_results.json,7334809,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/history_path/reference_prehistory_trace.json,95135,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/horizon_scaling/horizon_gradient_scaling.json,57518,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/objective_decomposition/component_results.json,31824,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/route_decision/dynamic_route_decision.json,651,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/05_dynamic_solver_implementation/stage03dr/topology_preservation/topology_component_status.json,387,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03dr_attribution_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_03_Dynamic_SPH_Transformer_Hybrid/08_route_closure/evidence_matrix/stage03ds_dynamic_evidence_matrix.json,11413,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_evidence_matrix.json,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/00_freeze/publication_input_freeze_manifest.json;manifest:publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/freeze/p2_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_final_manifest.json,SHA256 is identical to an already tracked file.
stage_03_Dynamic_SPH_Transformer_Hybrid/08_route_closure/figure_plan/record_assets/record_figure_01_pipeline.png,77825,GENERATED_ARTIFACT,REGENERATE_OR_ARCHIVE_OUTSIDE_GIT;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,generated figure/document output,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_final_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json,Binary presentation artifact is generated output or a working document rather than source.
stage_03_Dynamic_SPH_Transformer_Hybrid/08_route_closure/figure_plan/record_assets/record_figure_02_architecture.png,111445,GENERATED_ARTIFACT,REGENERATE_OR_ARCHIVE_OUTSIDE_GIT;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,generated figure/document output,,manifest:project_wide_synthesis/00_freeze/project_wide_input_freeze_manifest.json;manifest:stage_03_Dynamic_SPH_Transformer_Hybrid/10_manifests/stage03ds_final_manifest.json;manifest:stage_06_Optimizer_Update_Dynamics_Training/09_manifests/stage06a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json,Binary presentation artifact is generated output or a working document rather than source.
